term,fresh freq,plot freq,rotten freq,fresh rank,rotten rank,sum freq,z score
roman,0,0,1,3118,7476,1,-0.46444425867310885
reduces,0,0,4,3119,12125,4,-1.5049454711181487
florid,0,0,3,3120,11712,3,-0.6250028819987542
reversal,0,0,2,3121,10839,2,-1.0602516982739887
apted,0,0,1,3122,7477,1,-0.3814734220992833
enigma,0,0,1,3123,7478,1,-0.7549226049678632
kazan,0,0,1,3124,7479,1,-0.6763398744737755
cohesion,0,0,1,3125,7480,1,-0.7519641812288058
zillionth,0,0,1,3126,7481,1,
airhead,0,0,2,3127,10840,2,-0.6395922685639425
distress,0,0,2,3128,10841,2,-1.0673279805004112
measures,0,0,1,3129,7482,1,-0.3288948736584947
resorts,0,0,1,3130,7483,1,-0.4384258092249531
ga,0,0,1,3131,7484,1,-0.33549353583767916
drenched,0,0,1,3132,7485,1,-0.7207982481885137
loathsome,0,0,1,3133,7486,1,-0.571314695952223
crisis,1,0,2,7580,10842,3,-0.3923685244776207
trivializes,0,0,2,3134,10843,2,-0.34048791635347825
overdone,0,0,1,3135,7487,1,-0.5664976926826405
damsel,0,0,1,3136,7488,1,-0.6169896238298392
bully,0,0,1,3137,7489,1,-0.7547198985391425
affluent,0,0,2,3138,10844,2,-0.9572844626288144
unoriginal,3,0,4,11592,12126,7,-0.4229887057620893
color,3,0,1,11593,7490,4,0.362972445157258
preachy,2,0,6,10699,12564,8,-1.3882385872927567
ballet,0,0,1,3139,7491,1,-0.6516368454706544
woo,4,0,10,12031,12927,14,-1.582633029629997
parable,0,0,4,3140,12127,4,-1.1520532943307513
pervasive,0,0,1,3141,7492,1,-0.7546753425096275
somnambulant,0,0,1,3142,7493,1,
blender,0,0,1,3143,7494,1,-0.736150082360803
bradbury,0,0,1,3144,7495,1,-0.7336528687089238
lucas,3,0,2,11594,10845,5,0.3566266992996135
wachowski,0,0,1,3145,7496,1,-0.5063324227970061
kafka,1,0,2,7581,10846,3,-0.5860759001710795
threw,0,0,3,3146,11713,3,-1.3065087929522354
ingredients,1,0,2,7582,10847,3,-0.4327114518970504
orwell,1,0,3,7583,11714,4,-0.9599770507584404
chemists,1,0,0,7584,3491,1,0.7233466536768366
envisioned,1,0,0,7585,3492,1,0.7198795157073983
equilibrium,1,0,5,7586,12374,6,-1.4264254989969918
imagined,2,0,0,10700,3493,2,1.031362268623379
wimmer,0,0,1,3147,7497,1,-0.593751554018557
kurt,0,0,1,3148,7498,1,-0.6701135967539971
matrix,0,0,2,3149,10848,2,-0.7098633480925599
fahrenheit,0,0,1,3150,7499,1,-0.7548375786750271
dystopian,0,0,1,3151,7500,1,-0.44907509499960796
retooling,0,0,1,3152,7501,1,-0.535957926455012
sidesplitting,1,0,1,7587,7502,2,-0.025505838769883972
ridicule,0,0,2,3153,10849,2,-0.9142830552348187
graffiti,0,0,1,3154,7503,1,-0.7293448379981808
bridge,0,0,1,3155,7504,1,-0.34780126808901635
kung,0,0,1,3156,7505,1,-0.7248118407149272
clericks,0,0,1,3157,7506,1,
fu,0,0,1,3158,7507,1,-0.6478964964345558
uberviolence,0,0,1,3159,7508,1,
overshadowed,1,0,1,7588,7509,2,-0.024892756411499895
doofus,1,0,3,7589,11715,4,-0.9810039524223327
rampantly,0,0,1,3160,7510,1,-0.2562304848198599
insanely,1,0,2,7590,10850,3,-0.5873085070284548
deleting,0,0,1,3161,7511,1,-0.7176563826107749
advanced,0,0,1,3162,7512,1,-0.16491141258622924
prozac,0,0,1,3163,7513,1,-0.6668814170383378
totalitarian,1,0,1,7591,7514,2,-0.02473216049338568
equlibrium,0,0,1,3164,7515,1,
farenheit,0,0,1,3165,7516,1,-0.5537428222454861
thirteen,0,0,1,3166,7517,1,-0.7236368926254756
highs,1,0,1,7592,7518,2,-0.01901556529889575
lows,1,0,1,7593,7519,2,-0.019493371754007505
throughoutbut,0,0,1,3167,7520,1,
massacres,0,0,1,3168,7521,1,-0.6597193444981383
philosophy,0,0,2,3169,10851,2,-0.7037054515983756
balancing,1,0,1,7594,7522,2,-0.02059805849788531
dumbness,0,0,2,3170,10852,2,-0.38265181487241356
whirling,0,0,1,3171,7523,1,-0.6340770170162398
distract,0,0,1,3172,7524,1,-0.724482998518563
holding,0,0,1,3173,7525,1,-0.4054955018150753
gadgets,1,0,2,7595,10853,3,-0.4391185022432656
practically,1,0,2,7596,10854,3,-0.5249875075732304
knockabout,0,0,1,3174,7526,1,-0.33797478372786993
stud,0,0,1,3175,7527,1,-0.5734655949724566
affectation,0,0,1,3176,7528,1,-0.5028559122726225
stripped,1,0,1,7597,7529,2,-0.02252766488175848
pastiche,1,0,2,7598,10855,3,-0.5929029223936663
inspirations,0,0,1,3177,7530,1,-0.7366879634369536
stylishness,2,0,0,10701,3494,2,
combos,1,0,0,7599,3495,1,0.7287860691106589
sf,1,0,0,7600,3496,1,0.4320702574093278
statement,2,0,2,10702,10856,4,-0.014262583098675457
inert,0,0,1,3178,7531,1,-0.7370706830839411
illiterate,0,0,1,3179,7532,1,-0.7151616906653646
inconsistencies,1,0,1,7601,7533,2,-0.024121368590355415
giggling,1,0,0,7602,3497,1,0.6374939458204583
unsophisticated,0,0,2,3180,10857,2,-0.6196383351290832
vu,1,0,4,7603,12128,5,-1.2264880986615507
deja,1,0,5,7604,12375,6,-1.4919520327414293
literary,3,0,1,11595,7534,4,0.7323528492896412
opposed,1,0,1,7605,7535,2,-0.017669848703262877
manifesto,0,0,1,3181,7536,1,-0.7521422796155943
curiously,3,0,1,11596,7537,4,0.9057142310590027
embrace,2,0,0,10703,3498,2,1.024703209714316
nicely,5,0,1,12305,7538,6,1.3809105405972335
mixes,1,0,1,7606,7539,2,-0.021711494942300374
beresford,1,0,0,7607,3499,1,0.633147594084564
bondish,0,0,1,3182,7540,1,
stereotypes,3,0,4,11597,12129,7,-0.41492284358345505
modesty,1,0,0,7608,3500,1,0.6889961225946052
strenuously,1,0,2,7609,10858,3,-0.5928019902507046
muting,0,0,1,3183,7541,1,-0.5048440344622689
tearjerker,1,0,2,7610,10859,3,-0.5944931701115294
saccharine,1,0,4,7611,12130,5,-1.2707538023226106
brogueaccentuating,0,0,1,3184,7542,1,
besotted,0,0,2,3185,10860,2,-0.440813287128466
claptrap,0,0,2,3186,10861,2,-0.44090476585358873
descriptions,0,0,1,3187,7543,1,-0.4662204537007359
blarney,0,0,1,3188,7544,1,-0.5904392916632264
cardiac,0,0,1,3189,7545,1,-0.6570632429219635
doses,4,0,1,12032,7546,5,1.132542148035724
unabashedly,3,0,0,11598,3501,3,0.6348087455742581
schmaltzy,2,0,1,10704,7547,3,0.5360740208370586
sugary,0,0,2,3190,10862,2,-0.7106771532684275
pender,0,0,2,3191,10863,2,-0.8328288288606072
overloads,0,0,1,3192,7548,1,-0.5671537104011466
oppositions,0,0,1,3193,7549,1,-0.5388399514728549
stacked,0,0,1,3194,7550,1,-0.7536379245402025
binary,0,0,1,3195,7551,1,-0.5271728921814963
stagy,0,0,1,3196,7552,1,
persuades,0,0,1,3197,7553,1,-0.5034217083560767
changed,1,0,1,7612,7554,2,-0.010533171980091158
meanies,1,0,0,7613,3502,1,0.3643280869094222
defeated,1,0,1,7614,7555,2,-0.020857610154044748
separates,1,0,0,7615,3503,1,0.725793690777173
dullest,0,0,3,3198,11716,3,-0.5079098061902444
affected,0,0,1,3199,7556,1,-0.40702165109034283
pub,0,0,1,3200,7557,1,-0.4135794923453701
permeates,1,0,1,7616,7558,2,-0.025171067905575998
esque,1,0,2,7617,10864,3,-0.5831421268478824
aspects,3,0,1,11599,7559,4,0.6037026466496009
trounce,1,0,0,7618,3504,1,0.3830250219665326
proficiently,1,0,0,7619,3505,1,0.3649280634575118
raise,2,0,1,10705,7560,3,0.3441593121969934
historic,1,0,0,7620,3506,1,0.4010873420692248
disguise,0,0,2,3201,10865,2,-1.0166775868516928
relying,1,0,2,7621,10866,3,-0.5009447335500555
animation,9,0,10,12830,12928,19,-0.2817884949927126
torture,1,0,1,7622,7561,2,-0.016794595875977366
weightless,1,0,1,7623,7562,2,-0.025264942634852777
carol,2,0,1,10706,7563,3,0.40580400712826287
sung,1,0,0,7624,3507,1,0.7007347044551901
stirs,1,0,0,7625,3508,1,0.6457268568936136
nail,2,0,0,10707,3509,2,0.9410348540160576
peeved,1,0,0,7626,3510,1,0.4602087242658154
flatfooted,0,0,1,3202,7564,1,
verbally,0,0,1,3203,7565,1,-0.7323954766957228
settings,1,0,0,7627,3511,1,0.3100307833811739
tis,1,0,0,7628,3512,1,0.7015925038029002
eagles,1,0,0,7629,3513,1,0.5688445351183485
lolling,1,0,0,7630,3514,1,0.3573616160671374
aidan,1,0,0,7631,3515,1,0.6955076872623627
grandiloquent,1,0,0,7632,3516,1,0.2690362502423231
quartet,1,0,0,7633,3517,1,0.6748224922263096
rea,1,0,0,7634,3518,1,0.729420805799004
sincerely,1,0,0,7635,3519,1,0.6702842308179715
jam,2,0,0,10708,3520,2,0.8787752843756848
traditional,3,0,2,11600,10867,5,0.23295861201635978
surehanded,1,0,0,7636,3521,1,
cloyingly,0,0,1,3204,7566,1,
exceeds,1,0,0,7637,3522,1,0.6526651800470965
bluescreen,0,0,2,3205,10868,2,-0.402464042813072
highlight,1,0,2,7638,10869,3,-0.45875851529509715
ultra,2,0,3,10709,11717,5,-0.34998331138777805
spell,7,0,1,12636,7567,8,1.7254711224797048
bargain,0,0,1,3206,7568,1,-0.44106226904534657
paramount,0,0,2,3207,10870,2,-1.0642427809572172
imprint,0,0,1,3208,7569,1,-0.6803682662147272
pickup,0,0,1,3209,7570,1,-0.5757628806891999
anybody,0,0,3,3210,11718,3,-1.2443853735389128
european,0,0,1,3211,7571,1,-0.23953168113736192
basement,0,0,1,3212,7572,1,-0.6394244108990966
reworking,0,0,2,3213,10871,2,-0.7441382863200826
cliffhanger,0,0,1,3214,7573,1,-0.5745165661195175
upstaged,0,0,1,3215,7574,1,-0.3998805141833405
stuntwork,0,0,1,3216,7575,1,
cheaper,0,0,1,3217,7576,1,-0.5866714260856604
oatmeal,0,0,1,3218,7577,1,-0.7481077284068387
eating,0,0,2,3219,10872,2,-0.7786793375112536
wheezing,0,0,2,3220,10873,2,-0.7717731242540301
mars,1,0,3,7639,11719,4,-0.7852679444877018
protagonists,2,0,2,10710,10874,4,-0.03570411367443956
enliven,0,0,1,3221,7578,1,-0.5377809333851904
subplot,0,0,1,3222,7579,1,-0.5830128758302615
boorishness,0,0,1,3223,7580,1,
briefly,0,0,1,3224,7581,1,-0.6300239563171578
inane,0,0,5,3225,12376,5,-0.931402549480092
gave,1,0,3,7640,11720,4,-0.5994856752905009
invest,0,0,2,3226,10875,2,-0.9553398521638871
earned,1,0,2,7641,10876,3,-0.439640950927904
zaidan,0,0,2,3227,10877,2,
frequently,4,0,4,12033,12131,8,-0.03741431647869694
faking,0,0,1,3228,7582,1,-0.6422237220549398
skating,0,0,1,3229,7583,1,-0.6576822725932867
hawk,1,0,4,7642,12132,5,-1.1682361905717675
shore,0,0,1,3230,7584,1,-0.5230934675899533
interspliced,0,0,1,3231,7585,1,
paycheck,0,0,1,3232,7586,1,-0.7493011821129142
zeroes,0,0,1,3233,7587,1,-0.6478571385915458
uh,0,0,1,3234,7588,1,-0.6419785147343747
icy,0,0,2,3235,10878,2,-1.0243231460676199
spout,0,0,1,3236,7589,1,-0.7349828821863772
pathetically,0,0,1,3237,7590,1,-0.5023507328629074
improbable,2,0,1,10711,7591,3,0.5205972454630339
spittingly,0,0,1,3238,7592,1,
cells,1,0,0,7643,3523,1,0.3034410368175029
rub,1,0,0,7644,3524,1,0.6955550236397489
program,0,0,4,3239,12133,4,-0.4878467283218385
spit,1,0,2,7645,10879,3,-0.5589166208014946
hoppy,0,0,1,3240,7593,1,-0.5519547528644593
software,0,0,1,3241,7594,1,-0.11364189100658276
moldering,0,0,1,3242,7595,1,-0.25144992182208126
idiocy,1,0,3,7646,11721,4,-0.9758116024275459
frames,0,0,2,3243,10880,2,-0.7214844926786511
worthless,0,0,1,3244,7596,1,-0.7545324242292133
marvel,4,0,0,12034,3525,4,1.4619917632095232
academic,2,0,1,10712,7597,3,0.24618886621240174
criticism,1,0,2,7647,10881,3,-0.4531264211343741
haynes,12,0,0,13014,3526,12,1.80163423142078
subtly,3,0,0,11601,3527,3,0.9684593746211414
dignity,3,0,1,11602,7598,4,0.8482611909966026
wyman,1,0,0,7648,3528,1,0.6614443159646963
june,1,0,0,7649,3529,1,0.16347318735322477
underplays,1,0,0,7650,3530,1,
cleaver,1,0,0,7651,3531,1,0.6504633786398869
unflappable,1,0,0,7652,3532,1,0.37898934883822516
estupendamente,1,0,0,7653,3533,1,
olvidar,1,0,0,7654,3534,1,0.28798654891086484
emotiva,1,0,0,7655,3535,1,
experiencia,1,0,0,7656,3536,1,0.5203656828157603
humana,1,0,0,7657,3537,1,0.6827368825300353
actuada,1,0,1,7658,7599,2,-0.025505838769883972
profundamente,1,0,0,7659,3538,1,
sumamente,1,0,0,7660,3539,1,0.2625002047883195
imposible,1,0,0,7661,3540,1,0.39280825027433547
apes,1,0,0,7662,3541,1,0.7308773771940797
sociology,1,0,1,7663,7600,2,-0.01897455502442451
lore,2,0,0,10713,3542,2,1.011424595692857
rooted,2,0,1,10714,7601,3,0.49950484375518295
steeped,1,0,1,7664,7602,2,-0.0247929860820894
al,4,0,1,12035,7603,5,0.5144123680707381
prejuicios,1,0,0,7665,3543,1,
mismo,1,0,0,7666,3544,1,0.6043565431483078
enfrentados,1,0,0,7667,3545,1,
lejos,1,0,0,7668,3546,1,0.36750129427551886
fiesta,1,0,0,7669,3547,1,0.6772634149321543
ojos,1,0,0,7670,3548,1,0.5533568343213643
propios,1,0,0,7671,3549,1,0.34955437001753453
tiempo,1,0,2,7672,10882,3,-0.5804522446717141
movilizador,1,0,0,7673,3550,1,
para,2,0,1,10715,7604,3,0.36099169162588707
cuadro,1,0,0,7674,3551,1,0.3651426231215841
del,5,0,2,12306,10883,7,0.7331759902499658
miedos,1,0,0,7675,3552,1,
deseos,1,0,0,7676,3553,1,0.32262861684324373
absolute,2,0,1,10716,7605,3,0.3706698069265152
juggling,2,0,0,10717,3554,2,0.9503539409441619
sirk,2,0,0,10718,3555,2,0.41030964796842173
aptly,0,0,1,3245,7606,1,-0.7007637072817942
shimmering,0,0,1,3246,7607,1,-0.7197942320294889
limb,1,0,1,7677,7608,2,-0.022791097849039252
inches,1,0,0,7678,3556,1,0.3700519279651779
todd,1,0,1,7679,7609,2,-0.017595456128680645
dismantle,1,0,0,7680,3557,1,0.6810228818875177
maintain,2,0,0,10719,3558,2,0.6476140262882992
wonderous,1,0,0,7681,3559,1,0.4546872417243879
veracity,1,0,0,7682,3560,1,0.6403316345017261
facades,1,0,0,7683,3561,1,0.5970850513514929
construct,1,0,0,7684,3562,1,0.5726100329554249
suburban,3,0,0,11603,3563,3,1.2644603632378015
shatters,1,0,0,7685,3564,1,0.5492653732816712
eisenhower,1,0,0,7686,3565,1,0.7294047447326861
alluring,1,0,0,7687,3566,1,0.6602977076307299
tranquil,1,0,0,7688,3567,1,0.7275157666172479
constrictive,1,0,0,7689,3568,1,0.36496342520716224
fanatically,1,0,0,7690,3569,1,0.3678901833774226
devotion,2,0,0,10720,3570,2,1.025998340602556
idiosyncrasy,1,0,0,7691,3571,1,0.34942178795840656
monastic,1,0,0,7692,3572,1,0.6673552479263077
fetishized,1,0,0,7693,3573,1,
devotedly,0,0,1,3247,7610,1,-0.34652472381663746
pin,0,0,2,3248,10884,2,-0.740346543539629
postcard,0,0,2,3249,10885,2,-1.0313755471768742
neat,1,0,1,7694,7611,2,-0.020847025430142798
recreation,0,0,1,3250,7612,1,-0.36912490441287465
avenues,1,0,0,7695,3574,1,0.7314618265737078
discourse,1,0,1,7696,7613,2,-0.02117018719050737
unfamiliar,1,0,0,7697,3575,1,0.7302042258963928
elmer,1,0,0,7698,3576,1,0.7315785603893911
melodic,1,0,0,7699,3577,1,0.7315098493522456
bernstein,1,0,0,7700,3578,1,0.7260098960657736
calculated,1,0,5,7701,12377,6,-1.2843131815661506
irresistible,3,0,0,11604,3579,3,1.1160040548395473
purely,2,0,1,10721,7614,3,0.4707120760275394
nugget,1,0,0,7702,3580,1,0.7250914792806578
valid,1,0,0,7703,3581,1,0.269869851440878
racial,3,0,4,11605,12134,7,-0.38265900383515666
impresses,2,0,0,10722,3582,2,0.6720794492979356
parameters,1,0,0,7704,3583,1,0.3598567302118469
categorization,1,0,0,7705,3584,1,0.7142191960668338
defies,3,0,0,11606,3585,3,0.9159798886494249
irony,2,0,1,10723,7615,3,0.501001744471414
artificiality,2,0,0,10724,3586,2,0.4277914271867079
racism,2,0,0,10725,3587,2,1.0167219417251987
homophobia,1,0,0,7706,3588,1,0.6610002200157541
enthralling,1,0,0,7707,3589,1,0.541516022109154
conceptual,2,0,1,10726,7616,3,0.46324844529768433
ensnaring,1,0,0,7708,3590,1,0.2513242861585371
scored,1,0,1,7709,7617,2,-0.018064050200854706
mores,1,0,1,7710,7618,2,-0.025111646576082305
transformed,4,0,0,12036,3591,4,1.4549440035087138
rhetoric,1,0,0,7711,3592,1,0.7014765890078928
differently,1,0,0,7712,3593,1,0.626646063966695
anda,1,0,0,7713,3594,1,0.6671103479360627
mexican,3,0,0,11607,3595,3,1.125126559491182
painted,2,0,0,10727,3596,2,0.9106267685085081
clenching,1,0,0,7714,3597,1,0.4747537956587804
utilizes,1,0,0,7715,3598,1,0.7261436415357324
catapulting,1,0,0,7716,3599,1,0.32116947900678716
taymor,3,0,1,11608,7619,4,0.9193748946038226
nonconformist,1,0,0,7717,3600,1,0.44905964416264205
captivating,1,0,2,7718,10886,3,-0.5788953433384907
fearlessness,1,0,0,7719,3601,1,0.431183677133675
conveys,1,0,0,7720,3602,1,0.7221683915956768
mexico,1,0,0,7721,3603,1,0.2587370289133394
avant,1,0,0,7722,3604,1,0.7144363130286887
lion,1,0,0,7723,3605,1,0.5199106584876854
titus,1,0,1,7724,7620,2,-0.02295446695560862
garde,1,0,0,7725,3606,1,0.7315137633594985
exploring,0,0,2,3251,10887,2,-0.990152104882938
covering,0,0,1,3252,7621,1,-0.4850904820840521
versa,1,0,0,7726,3607,1,0.70067041026671
suggestive,1,0,1,7727,7622,2,-0.02439550034768993
odds,2,0,0,10728,3608,2,0.8651619588653919
daunting,2,0,0,10729,3609,2,0.9729359866662632
julie,1,0,1,7728,7623,2,-0.017878594221228485
swallow,0,0,2,3253,10888,2,-1.065260598281231
brio,0,0,1,3254,7624,1,-0.7366842666308012
preciosista,0,0,1,3255,7625,1,
contenido,0,0,1,3256,7626,1,-0.6172079096673578
paintings,3,0,1,11609,7627,4,0.7535015739432347
forgiven,0,0,2,3257,10889,2,-0.9775069621987205
technical,2,0,1,10730,7628,3,0.18917065679200853
informative,1,0,1,7729,7629,2,-0.019663165701030744
stages,1,0,1,7730,7630,2,-0.01663205377837407
honorably,1,0,0,7731,3610,1,0.5557841133052606
burns,1,0,2,7732,10890,3,-0.46681267798171633
seldom,1,0,0,7733,3611,1,0.7124704556656685
kahlories,1,0,0,7734,3612,1,
hammy,2,0,0,10731,3613,2,0.5124385180539817
brilliance,3,0,2,11610,10891,5,0.39326279659453844
sandwiched,1,0,0,7735,3614,1,0.6072831834664498
impossibly,1,0,0,7736,3615,1,0.6004591302172694
imaginable,1,0,2,7737,10892,3,-0.5793100838404988
infused,2,0,0,10732,3616,2,0.9151623919722222
scratch,0,0,1,3258,7631,1,-0.6144612305432373
behaved,0,0,1,3259,7632,1,-0.7468015990354391
tax,0,0,2,3260,10893,2,-0.35194313640707897
milestones,1,0,1,7738,7633,2,-0.022418881317535805
accountant,0,0,1,3261,7634,1,-0.6949482572708395
meticulously,0,0,1,3262,7635,1,-0.6973945952114727
dutiful,0,0,2,3263,10894,2,-0.6282243778752117
exasperatingly,0,0,1,3264,7636,1,
ticks,0,0,1,3265,7637,1,-0.7488535285578981
lifetime,0,0,2,3266,10895,2,-0.8799140525236111
awarded,1,0,0,7739,3617,1,0.4688660048904865
mythic,2,0,1,10733,7638,3,0.5262072119701483
respite,1,0,0,7740,3618,1,0.7293291436073506
careens,1,0,0,7741,3619,1,0.2833394007375124
motifs,2,0,1,10734,7639,3,0.5124053408217718
omnipresence,1,0,0,7742,3620,1,0.4026062224745817
informed,1,0,0,7743,3621,1,0.32356843770559396
brightness,1,0,0,7744,3622,1,0.6848104326670276
inhabits,1,0,0,7745,3623,1,0.5489115582651336
dramatized,0,0,1,3267,7640,1,-0.49901453402820667
pbs,0,0,1,3268,7641,1,-0.6766361654452444
biography,1,0,0,7746,3624,1,0.40071068755464617
vigorously,1,0,0,7747,3625,1,0.7251293632833911
whiskey,1,0,0,7748,3626,1,0.7262684430074765
eggnog,1,0,0,7749,3627,1,0.5549026713440546
spiked,1,0,1,7750,7642,2,-0.024444449847923856
cheer,3,0,0,11611,3628,3,1.259427281113806
raboy,1,0,0,7751,3629,1,0.24385581647963997
shapeless,2,0,2,10735,10896,4,-0.035983287015814665
tucker,1,0,2,7752,10897,3,-0.5253681223228703
spreads,0,0,1,3269,7643,1,-0.7200791761012768
broad,4,0,4,12037,12135,8,-0.040691374562156206
insensitivity,0,0,1,3270,7644,1,-0.602362133241659
uninteresting,0,0,3,3271,11722,3,-0.8212048830961158
foul,2,0,2,10736,10898,4,-0.031859281357929044
fix,1,0,1,7753,7645,2,-0.012077648086455171
sitting,1,0,6,7754,12565,7,-1.485186788465279
andys,0,0,1,3272,7646,1,-0.4490157410407357
amoses,0,0,1,3273,7647,1,
sexist,1,0,2,7755,10899,3,-0.5848706716255249
snuck,0,0,1,3274,7648,1,-0.6093110626800485
considering,1,0,2,7756,10900,3,-0.40300800248979296
opting,1,0,0,7757,3630,1,0.69065129571723
subversive,4,0,0,12038,3631,4,1.0211050646609265
blow,4,0,3,12039,11723,7,0.2358755868586544
pimps,0,0,1,3275,7649,1,-0.6739451969241493
elves,0,0,1,3276,7650,1,-0.7532082615517551
bluster,0,0,2,3277,10901,2,-0.5834544451925502
dislocation,2,0,0,10737,3632,2,0.865912831993108
seinfeld,2,0,0,10738,3633,2,0.9628464060808125
sun,0,0,3,3278,11724,3,-0.566742033826829
compare,0,0,1,3279,7651,1,-0.16056423117499724
clams,0,0,1,3280,7652,1,-0.7220190465647228
broiling,0,0,1,3281,7653,1,-0.45496220519012026
correctness,3,0,0,11612,3634,3,1.191468203166946
decency,4,0,1,12040,7654,5,1.1957954460824745
displays,2,0,0,10739,3635,2,0.7783114441741346
damned,3,0,1,11613,7655,4,0.873375555007262
jointed,0,0,1,3282,7656,1,-0.6489454017671172
loose,1,0,4,7758,12136,5,-1.0822014004935132
predecessor,5,0,3,12307,11725,8,0.634167422851706
flatter,0,0,2,3283,10902,2,-0.8736361823391924
coal,0,0,2,3284,10903,2,-0.9245819665245721
lump,1,0,2,7759,10904,3,-0.5451366574690302
frenetic,0,0,1,3285,7657,1,-0.6037015255922282
manically,1,0,0,7760,3636,1,0.2667287274370252
generous,1,0,1,7761,7658,2,-0.020103130244060338
ranges,1,0,1,7762,7659,2,-0.0179933873626791
sprinkled,0,0,2,3286,10905,2,-0.8683106014321179
bodacious,0,0,1,3287,7660,1,-0.47597919210237727
slack,0,0,2,3288,10906,2,-1.046028374035014
bedeviled,0,0,1,3289,7661,1,-0.3809960542554411
n,0,0,2,3290,10907,2,-0.20815551732238097
laurel,0,0,1,3291,7662,1,-0.692806791131618
hardy,1,0,1,7763,7663,2,-0.020769458391850487
hos,0,0,1,3292,7664,1,-0.7273175402327366
muck,0,0,1,3293,7665,1,-0.7519807515656541
splashing,0,0,1,3294,7666,1,-0.6452840642523348
unmentionable,0,0,1,3295,7667,1,-0.39239229060513947
virulent,1,0,1,7764,7668,2,-0.024954901414940972
pics,0,0,2,3296,10908,2,-0.4665708364170121
wrapping,1,0,0,7765,3637,1,0.6075117873072735
cooking,1,0,0,7766,3638,1,0.3958774340417888
cleaning,1,0,0,7767,3639,1,0.36361338337543375
trimming,1,0,0,7768,3640,1,0.7262837630519954
personally,0,0,1,3297,7669,1,-0.49892708548640907
enjoys,0,0,1,3298,7670,1,-0.7026516275033129
spinal,1,0,0,7769,3641,1,0.6606908458431558
fubar,1,0,0,7770,3642,1,0.5324188946639744
superficially,1,0,0,7771,3643,1,0.5831015492535573
dowse,1,0,0,7772,3644,1,0.3818868264507876
contempt,1,0,0,7773,3645,1,0.7276225612175885
headbanger,1,0,0,7774,3646,1,0.4456159642479599
adding,3,0,1,11614,7671,4,0.6138159493277194
leppard,1,0,0,7775,3647,1,0.6815808193992487
cassette,1,0,0,7776,3648,1,0.5304286365209363
pyromania,1,0,0,7777,3649,1,0.4045079997167071
unlucky,1,0,0,7778,3650,1,0.6935364758502273
def,1,0,0,7779,3651,1,0.4641435615470715
invigorating,3,0,0,11615,3652,3,0.8592706876314227
abstract,0,0,4,3299,12137,4,-1.007660998783734
noodling,1,0,0,7780,3653,1,0.3966917476709113
absurdity,1,0,1,7781,7672,2,-0.02479382708072398
improvisational,1,0,0,7782,3654,1,0.5759646417369256
portent,0,0,1,3300,7673,1,-0.4761078820746515
attack,1,0,3,7783,11726,4,-0.6047382607841584
riddles,0,0,1,3301,7674,1,-0.7284413091698227
distorts,0,0,1,3302,7675,1,-0.5983300800713789
slike,0,0,1,3303,7676,1,-0.4796481290175415
pretentiously,0,0,1,3304,7677,1,-0.2559320740532762
